"date","activity","value","roll","source"
2021-04-20,"Transit stations",50,50.8571428571429,"Google"
2021-04-21,"Transit stations",48,51.1428571428571,"Google"
2021-04-22,"Transit stations",49,51.7142857142857,"Google"
2021-04-23,"Transit stations",52,52.1428571428571,"Google"
2021-04-24,"Transit stations",58,52.1428571428571,"Google"
2021-04-25,"Transit stations",54,51.5714285714286,"Google"
2021-04-26,"Transit stations",49,51.4285714285714,"Google"
2021-04-27,"Transit stations",50,51.4285714285714,"Google"
2021-04-28,"Transit stations",48,51.4285714285714,"Google"
2021-04-29,"Transit stations",49,51.4285714285714,"Google"
2021-04-30,"Transit stations",53,51.5714285714286,"Google"
2021-05-01,"Transit stations",57,51.4285714285714,"Google"
2021-05-02,"Transit stations",56,51.7142857142857,"Google"
2021-05-03,"Transit stations",35,49.7142857142857,"Google"
2021-05-04,"Transit stations",49,49.5714285714286,"Google"
2021-05-05,"Transit stations",49,49.7142857142857,"Google"
2021-05-06,"Transit stations",50,49.8571428571429,"Google"
2021-05-07,"Transit stations",52,49.7142857142857,"Google"
2021-05-08,"Transit stations",50,48.7142857142857,"Google"
2021-05-09,"Transit stations",57,48.8571428571429,"Google"
2021-05-10,"Transit stations",50,51,"Google"
2021-05-11,"Transit stations",51,51.2857142857143,"Google"
2021-05-12,"Transit stations",51,51.5714285714286,"Google"
2021-05-13,"Transit stations",49,51.4285714285714,"Google"
2021-05-14,"Transit stations",52,51.4285714285714,"Google"
2021-05-15,"Transit stations",56,52.2857142857143,"Google"
2021-05-16,"Transit stations",52,51.5714285714286,"Google"
2021-05-17,"Transit stations",52,51.8571428571429,"Google"
2021-05-18,"Transit stations",53,52.1428571428571,"Google"
2021-05-19,"Transit stations",53,52.4285714285714,"Google"
2021-05-20,"Transit stations",51,52.7142857142857,"Google"
2021-05-21,"Transit stations",55,53.1428571428571,"Google"
2021-05-22,"Transit stations",63,54.1428571428571,"Google"
2021-05-23,"Transit stations",59,55.1428571428571,"Google"
2021-05-24,"Transit stations",51,55,"Google"
2021-05-25,"Transit stations",52,54.8571428571429,"Google"
2021-05-26,"Transit stations",53,54.8571428571429,"Google"
2021-05-27,"Transit stations",54,55.2857142857143,"Google"
2021-05-28,"Transit stations",58,55.7142857142857,"Google"
2021-05-29,"Transit stations",68,56.4285714285714,"Google"
2021-05-30,"Transit stations",69,57.8571428571429,"Google"
2021-05-31,"Transit stations",45,57,"Google"
2021-06-01,"Transit stations",52,57,"Google"
2021-06-02,"Transit stations",52,56.8571428571429,"Google"
2021-06-03,"Transit stations",52,56.5714285714286,"Google"
2021-06-04,"Transit stations",52,55.7142857142857,"Google"
2021-06-05,"Transit stations",66,55.4285714285714,"Google"
2021-06-06,"Transit stations",62,54.4285714285714,"Google"
2021-06-07,"Transit stations",54,55.7142857142857,"Google"
2021-06-08,"Transit stations",54,56,"Google"
2021-06-09,"Transit stations",55,56.4285714285714,"Google"
2021-06-10,"Transit stations",55,56.8571428571429,"Google"
2021-06-11,"Transit stations",58,57.7142857142857,"Google"
2021-06-12,"Transit stations",66,57.7142857142857,"Google"
2021-06-13,"Transit stations",66,58.2857142857143,"Google"
2021-06-14,"Transit stations",54,58.2857142857143,"Google"
2021-06-15,"Transit stations",54,58.2857142857143,"Google"
2021-06-16,"Transit stations",54,58.1428571428571,"Google"
2021-06-17,"Transit stations",53,57.8571428571429,"Google"
2021-06-18,"Transit stations",55,57.4285714285714,"Google"
2021-06-19,"Transit stations",62,56.8571428571429,"Google"
2021-06-20,"Transit stations",60,56,"Google"
2021-06-21,"Transit stations",51,55.5714285714286,"Google"
2021-06-22,"Transit stations",53,55.4285714285714,"Google"
2021-06-23,"Transit stations",54,55.4285714285714,"Google"
2021-06-24,"Transit stations",54,55.5714285714286,"Google"
2021-06-25,"Transit stations",58,56,"Google"
2021-06-26,"Transit stations",68,56.8571428571429,"Google"
2021-06-27,"Transit stations",62,57.1428571428571,"Google"
2021-06-28,"Transit stations",53,57.4285714285714,"Google"
2021-06-29,"Transit stations",52,57.2857142857143,"Google"
2021-06-30,"Transit stations",53,57.1428571428571,"Google"
2021-07-01,"Transit stations",55,57.2857142857143,"Google"
2021-07-02,"Transit stations",58,57.2857142857143,"Google"
2021-07-03,"Transit stations",65,56.8571428571429,"Google"
2021-07-04,"Transit stations",63,57,"Google"
2021-07-05,"Transit stations",54,57.1428571428571,"Google"
2021-07-06,"Transit stations",54,57.4285714285714,"Google"
2021-07-07,"Transit stations",56,57.8571428571429,"Google"
2021-07-08,"Transit stations",54,57.7142857142857,"Google"
2021-07-09,"Transit stations",57,57.5714285714286,"Google"
2021-07-10,"Transit stations",65,57.5714285714286,"Google"
2021-07-11,"Transit stations",73,59,"Google"
2021-07-12,"Transit stations",53,58.8571428571429,"Google"
2021-07-13,"Transit stations",54,58.8571428571429,"Google"
2021-07-14,"Transit stations",55,58.7142857142857,"Google"
2021-07-15,"Transit stations",54,58.7142857142857,"Google"
2021-07-16,"Transit stations",58,58.8571428571429,"Google"
2021-07-17,"Transit stations",67,59.1428571428571,"Google"
2021-07-18,"Transit stations",67,58.2857142857143,"Google"
2021-07-19,"Transit stations",54,58.4285714285714,"Google"
2021-07-20,"Transit stations",54,58.4285714285714,"Google"
2021-07-21,"Transit stations",54,58.2857142857143,"Google"
2021-07-22,"Transit stations",55,58.4285714285714,"Google"
2021-07-23,"Transit stations",57,58.2857142857143,"Google"
2021-07-24,"Transit stations",65,58,"Google"
2021-07-25,"Transit stations",64,57.5714285714286,"Google"
2021-07-26,"Transit stations",53,57.4285714285714,"Google"
2021-07-27,"Transit stations",52,57.1428571428571,"Google"
2021-07-28,"Transit stations",51,56.7142857142857,"Google"
2021-07-29,"Transit stations",54,56.5714285714286,"Google"
2021-07-30,"Transit stations",55,56.2857142857143,"Google"
2021-07-31,"Transit stations",67,56.5714285714286,"Google"
2021-08-01,"Transit stations",68,57.1428571428571,"Google"
2021-08-02,"Transit stations",53,57.1428571428571,"Google"
2021-08-03,"Transit stations",53,57.2857142857143,"Google"
2021-08-04,"Transit stations",54,57.7142857142857,"Google"
2021-08-05,"Transit stations",53,57.5714285714286,"Google"
2021-08-06,"Transit stations",55,57.5714285714286,"Google"
2021-08-07,"Transit stations",65,57.2857142857143,"Google"
2021-08-08,"Transit stations",66,57,"Google"
2021-08-09,"Transit stations",52,56.8571428571429,"Google"
2021-08-10,"Transit stations",55,57.1428571428571,"Google"
2021-08-11,"Transit stations",55,57.2857142857143,"Google"
2021-08-12,"Transit stations",54,57.4285714285714,"Google"
2021-08-13,"Transit stations",57,57.7142857142857,"Google"
2021-08-14,"Transit stations",71,58.5714285714286,"Google"
2021-08-15,"Transit stations",71,59.2857142857143,"Google"
2021-08-16,"Transit stations",54,59.5714285714286,"Google"
2021-08-17,"Transit stations",53,59.2857142857143,"Google"
2021-08-18,"Transit stations",54,59.1428571428571,"Google"
2021-08-19,"Transit stations",54,59.1428571428571,"Google"
2021-08-20,"Transit stations",57,59.1428571428571,"Google"
2021-08-21,"Transit stations",68,58.7142857142857,"Google"
2021-08-22,"Transit stations",70,58.5714285714286,"Google"
2021-08-23,"Transit stations",55,58.7142857142857,"Google"
2021-08-24,"Transit stations",55,59,"Google"
2021-08-25,"Transit stations",55,59.1428571428571,"Google"
2021-08-26,"Transit stations",56,59.4285714285714,"Google"
2021-08-27,"Transit stations",59,59.7142857142857,"Google"
2021-08-28,"Transit stations",72,60.2857142857143,"Google"
2021-08-29,"Transit stations",75,61,"Google"
2021-08-30,"Transit stations",47,59.8571428571429,"Google"
2021-08-31,"Transit stations",55,59.8571428571429,"Google"
2021-09-01,"Transit stations",56,60,"Google"
2021-09-02,"Transit stations",57,60.1428571428571,"Google"
2021-09-03,"Transit stations",61,60.4285714285714,"Google"
2021-09-04,"Transit stations",71,60.2857142857143,"Google"
2021-09-05,"Transit stations",75,60.2857142857143,"Google"
2021-09-06,"Transit stations",61,62.2857142857143,"Google"
2021-09-07,"Transit stations",61,63.1428571428571,"Google"
2021-09-08,"Transit stations",61,63.8571428571429,"Google"
2021-09-09,"Transit stations",61,64.4285714285714,"Google"
2021-09-10,"Transit stations",63,64.7142857142857,"Google"
2021-09-11,"Transit stations",75,65.2857142857143,"Google"
2021-09-12,"Transit stations",74,65.1428571428571,"Google"
2021-09-13,"Transit stations",62,65.2857142857143,"Google"
2021-09-14,"Transit stations",62,65.4285714285714,"Google"
2021-09-15,"Transit stations",63,65.7142857142857,"Google"
2021-09-16,"Transit stations",63,66,"Google"
2021-09-17,"Transit stations",65,66.2857142857143,"Google"
2021-09-18,"Transit stations",75,66.2857142857143,"Google"
2021-09-19,"Transit stations",72,66,"Google"
2021-09-20,"Transit stations",61,65.8571428571429,"Google"
2021-09-21,"Transit stations",63,66,"Google"
2021-09-22,"Transit stations",64,66.1428571428571,"Google"
2021-09-23,"Transit stations",64,66.2857142857143,"Google"
2021-09-24,"Transit stations",68,66.7142857142857,"Google"
2021-09-25,"Transit stations",82,67.7142857142857,"Google"
2021-09-26,"Transit stations",81,69,"Google"
2021-09-27,"Transit stations",64,69.4285714285714,"Google"
2021-09-28,"Transit stations",65,69.7142857142857,"Google"
2021-09-29,"Transit stations",64,69.7142857142857,"Google"
2021-09-30,"Transit stations",65,69.8571428571429,"Google"
2021-10-01,"Transit stations",66,69.5714285714286,"Google"
2021-10-02,"Transit stations",72,68.1428571428571,"Google"
2021-10-03,"Transit stations",81,68.1428571428571,"Google"
2021-10-04,"Transit stations",62,67.8571428571429,"Google"
2021-10-05,"Transit stations",63,67.5714285714286,"Google"
2021-10-06,"Transit stations",63,67.4285714285714,"Google"
2021-10-07,"Transit stations",64,67.2857142857143,"Google"
2021-10-08,"Transit stations",65,67.1428571428571,"Google"
2021-10-09,"Transit stations",76,67.7142857142857,"Google"
2021-10-10,"Transit stations",76,67,"Google"
2021-10-11,"Transit stations",62,67,"Google"
2021-10-12,"Transit stations",64,67.1428571428571,"Google"
2021-10-13,"Transit stations",63,67.1428571428571,"Google"
2021-10-14,"Transit stations",64,67.1428571428571,"Google"
2021-10-15,"Transit stations",65,67.1428571428571,"Google"
2021-10-16,"Transit stations",73,66.7142857142857,"Google"
2021-10-17,"Transit stations",75,66.5714285714286,"Google"
2021-10-18,"Transit stations",62,66.5714285714286,"Google"
2020-03-08,"public transport",100.343560619175,96.3066002986706,"TfL Bus"
2020-03-08,"public transport",99.1038421812262,96.7544768049363,"TfL Tube"
2020-03-09,"public transport",99.0296192301143,97.3611236402812,"TfL Bus"
2020-03-09,"public transport",92.5637809511166,96.3291999425359,"TfL Tube"
2020-03-10,"public transport",97.1138278514387,96.7738745199413,"TfL Bus"
2020-03-10,"public transport",88.1300682023667,95.6916663295904,"TfL Tube"
2020-03-11,"public transport",95.7567639715401,96.0059232867111,"TfL Bus"
2020-03-11,"public transport",85.8369557595616,93.9335511639092,"TfL Tube"
2020-03-12,"public transport",93.7506507143652,93.1688095257862,"TfL Bus"
2020-03-12,"public transport",81.6673698373033,90.688488183956,"TfL Tube"
2020-03-13,"public transport",89.0075016301871,90.1804482809661,"TfL Bus"
2020-03-13,"public transport",71.8845301217416,86.5762628910094,"TfL Tube"
2020-03-14,"public transport",82.992190646088,85.8422803829696,"TfL Bus"
2020-03-14,"public transport",61.0061718875185,80.8779100852522,"TfL Tube"
2020-03-15,"public transport",81.6555964511236,80.2805730411896,"TfL Bus"
2020-03-15,"public transport",61.0248643915919,75.6054607093649,"TfL Tube"
2020-03-16,"public transport",81.243201078499,75.5448651723928,"TfL Bus"
2020-03-16,"public transport",60.26612758345,71.4389545942875,"TfL Tube"
2020-03-17,"public transport",71.6086236295332,71.3995393811149,"TfL Bus"
2020-03-17,"public transport",43.8162445772698,65.802975656998,"TfL Tube"
2020-03-18,"public transport",64.2678861138194,66.2689348321839,"TfL Bus"
2020-03-18,"public transport",35.0908760141283,59.6168319126131,"TfL Tube"
2020-03-19,"public transport",59.5464404794101,59.4056284965871,"TfL Bus"
2020-03-19,"public transport",29.4698662474401,52.0094378064359,"TfL Tube"
2020-03-20,"public transport",53.0919770711765,50.9845591618254,"TfL Bus"
2020-03-20,"public transport",24.1976271074063,44.2115596586644,"TfL Tube"
2020-03-21,"public transport",40.9437655921807,43.8012055179374,"TfL Bus"
2020-03-21,"public transport",14.6640301433148,36.7149403792938,"TfL Tube"
2020-03-22,"public transport",36.2116586724809,36.8750521876299,"TfL Bus"
2020-03-22,"public transport",13.1836681646864,30.2517989998122,"TfL Tube"
2020-03-23,"public transport",32.2987469817678,30.6559248190019,"TfL Bus"
2020-03-23,"public transport",15.2560410589433,25.2507911029686,"TfL Tube"
2020-03-24,"public transport",22.2224483296567,24.9686227061472,"TfL Bus"
2020-03-24,"public transport",9.22864556586408,20.4378912738163,"TfL Tube"
2020-03-25,"public transport",19.4153676646687,21.1166537768668,"TfL Bus"
2020-03-25,"public transport",6.88739132034758,16.9274727265621,"TfL Tube"
2020-03-26,"public transport",18.4228553344301,17.6759280365255,"TfL Bus"
2020-03-26,"public transport",6.13288296510258,13.9379474627161,"TfL Tube"
2020-03-27,"public transport",18.5603475078066,14.4099912411252,"TfL Bus"
2020-03-27,"public transport",5.83694338064207,12.0692048198374,"TfL Tube"
2020-03-28,"public transport",17.7453615223175,13.2858785279022,"TfL Bus"
2020-03-28,"public transport",4.24003130835681,11.1179733341433,"TfL Tube"
2020-03-29,"public transport",17.2340183782982,12.5960629138505,"TfL Bus"
2020-03-29,"public transport",4.60142414479489,10.6215727439027,"TfL Tube"
2020-03-30,"public transport",17.2904714601647,12.215513957483,"TfL Bus"
2020-03-30,"public transport",5.46119103185136,10.3442058894894,"TfL Tube"
2020-03-31,"public transport",17.0382424246194,11.9443914672004,"TfL Bus"
2020-03-31,"public transport",5.12171020203629,10.1410127071603,"TfL Tube"
2020-04-01,"public transport",16.524456789519,11.8959306330406,"TfL Bus"
2020-04-01,"public transport",4.9400599300005,10.1396508547123,"TfL Tube"
2020-04-02,"public transport",16.2081212507347,11.7977504412751,"TfL Bus"
2020-04-02,"public transport",4.78286799056474,10.010949945618,"TfL Tube"
2020-04-03,"public transport",16.9220606399902,11.648217032495,"TfL Bus"
2020-04-03,"public transport",4.83793798581871,9.90531639838059,"TfL Tube"
2020-04-04,"public transport",17.0186337990871,11.604876912245,"TfL Bus"
2020-04-04,"public transport",3.80497918002864,9.7878086823178,"TfL Tube"
2020-04-05,"public transport",17.7942443941217,11.6241207486208,"TfL Bus"
2020-04-05,"public transport",4.41525928054011,9.93942618145017,"TfL Tube"
2020-04-06,"public transport",16.7261049860097,11.6456028950852,"TfL Bus"
2020-04-06,"public transport",5.09685663669472,9.95628803747152,"TfL Tube"
2020-04-07,"public transport",16.1181737416026,11.5677502882978,"TfL Bus"
2020-04-07,"public transport",4.74598369572717,9.81451455924637,"TfL Tube"
2020-04-08,"public transport",15.9197429933587,11.5451951040078,"TfL Bus"
2020-04-08,"public transport",4.58837197366527,9.65864190108547,"TfL Tube"
2020-04-09,"public transport",16.4486845986807,11.3777026608198,"TfL Bus"
2020-04-09,"public transport",4.59083551019585,9.64409273570358,"TfL Tube"
2020-04-10,"public transport",11.8522208795762,10.6091447704009,"TfL Bus"
2020-04-10,"public transport",2.64720483333394,8.68472064064826,"TfL Tube"
2020-04-11,"public transport",15.9075448198515,10.279229372666,"TfL Bus"
2020-04-11,"public transport",3.34580140243224,8.48295200253367,"TfL Tube"
2020-04-12,"public transport",14.201006670115,9.85618553059792,"TfL Bus"
2020-04-12,"public transport",3.52810326075804,8.01038819660897,"TfL Tube"
2020-04-13,"public transport",10.4669818401162,8.84983767231187,"TfL Bus"
2020-04-13,"public transport",2.42330707931176,7.50284998655981,"TfL Tube"
2020-04-14,"public transport",16.321423270687,9.45630976332453,"TfL Bus"
2020-04-14,"public transport",4.70687452457681,7.85621400685672,"TfL Tube"
2020-04-15,"public transport",15.8535450580082,9.64303452908186,"TfL Bus"
2020-04-15,"public transport",4.72956466745599,8.28997138584485,"TfL Tube"
2020-04-16,"public transport",15.818451500062,10.0457354200311,"TfL Bus"
2020-04-16,"public transport",4.65125430446072,9.21491720065179,"TfL Tube"
2020-04-17,"public transport",16.0379104095886,11.1598605335485,"TfL Bus"
2020-04-17,"public transport",4.69655549841134,9.4991651375091,"TfL Tube"
2020-04-18,"public transport",15.8943653769841,11.0973781164244,"TfL Bus"
2020-04-18,"public transport",3.75762142405769,9.36938902586007,"TfL Tube"
2020-04-19,"public transport",12.5229193001557,10.48272540196,"TfL Bus"
2020-04-19,"public transport",4.381276805319,8.84884330271102,"TfL Tube"
2020-04-20,"public transport",0.581963497196358,8.26751604453039,"TfL Bus"
2020-04-20,"public transport",5.0288206530734,6.6947889364568,"TfL Tube"
2020-04-21,"public transport",0.345993807191993,6.07328012342546,"TfL Bus"
2020-04-21,"public transport",4.72398012518167,4.4775108017394,"TfL Tube"
2020-04-22,"public transport",0.263398618226681,3.97833611519211,"TfL Bus"
2020-04-22,"public transport",4.63021227054585,2.85080653953357,"TfL Tube"
2020-04-23,"public transport",0.216541377006302,2.2558443354889,"TfL Bus"
2020-04-23,"public transport",4.70532851992903,2.84489648159356,"TfL Tube"
2020-04-24,"public transport",0.20245386608616,2.15541551202396,"TfL Bus"
2020-04-24,"public transport",4.7131252573663,2.77929143347743,"TfL Tube"
2020-04-25,"public transport",0.183615058164972,2.13066785247505,"TfL Bus"
2020-04-25,"public transport",3.72253269485135,2.62482986342143,"TfL Tube"
2020-04-26,"public transport",0.167498495368085,1.98729932411032,"TfL Bus"
2020-04-26,"public transport",4.15220975012484,2.54953766312725,"TfL Tube"
2020-04-27,"public transport",0.158390030529405,1.89997502178445,"TfL Bus"
2020-04-27,"public transport",5.19439147189773,2.61310896547181,"TfL Tube"
2020-04-28,"public transport",0.118324675180765,1.95670888230245,"TfL Bus"
2020-04-28,"public transport",4.91902872510193,2.63319654900773,"TfL Tube"
2020-04-29,"public transport",0.120529739184806,2.11862469819823,"TfL Bus"
2020-04-29,"public transport",4.93993787545884,2.80040175249691,"TfL Tube"
2020-04-30,"public transport",0.109817061973044,2.22291708276094,"TfL Bus"
2020-04-30,"public transport",4.91314979944048,2.90216847831966,"TfL Tube"
2020-05-01,"public transport",0.105722340061646,2.17521574520022,"TfL Bus"
2020-05-01,"public transport",5.00080600726899,2.87271307835568,"TfL Tube"
2020-05-02,"public transport",0.108468737245431,2.18549022294761,"TfL Bus"
2020-05-02,"public transport",4.03719714599068,2.74501413820559,"TfL Tube"
2020-05-03,"public transport",0.0978060719563877,2.05328102341953,"TfL Bus"
2020-05-03,"public transport",4.27188716286005,2.64786246640338,"TfL Tube"
2020-05-04,"public transport",0.0947816709508941,1.95952416233344,"TfL Bus"
2020-05-04,"public transport",5.53153243193733,2.73463988974426,"TfL Tube"
2020-05-05,"public transport",0.0871657891249473,2.03269128715225,"TfL Bus"
2020-05-05,"public transport",5.37451506678954,2.78498361994426,"TfL Tube"
2020-05-06,"public transport",0.0807683647950398,2.21977950834489,"TfL Bus"
2020-05-06,"public transport",5.34386517562398,2.96921652315454,"TfL Tube"
2020-05-07,"public transport",0.0784314078433617,2.37015141529502,"TfL Bus"
2020-05-07,"public transport",5.38802457119759,3.12632897247311,"TfL Tube"
2020-05-08,"public transport",0.0575412098376524,2.34433022645888,"TfL Bus"
2020-05-08,"public transport",3.11053461991557,2.77624005942896,"TfL Tube"
2020-05-09,"public transport",0.07745325743441,2.0195169438068,"TfL Bus"
2020-05-09,"public transport",4.13311550369381,2.5984236779352,"TfL Tube"
2020-05-10,"public transport",0.070012260141443,1.84501611858055,"TfL Bus"
2020-05-10,"public transport",4.55584056692181,2.4846459984489,"TfL Tube"
2020-05-11,"public transport",0.0738704858263003,1.72548112911015,"TfL Bus"
2020-05-11,"public transport",5.98176978831627,2.57179949746423,"TfL Tube"
2020-05-12,"public transport",0.0678706777704458,2.13713322001493,"TfL Bus"
2020-05-12,"public transport",5.80856968213791,2.95586413782972,"TfL Tube"
2020-05-13,"public transport",0.0639033795324392,2.37454812009238,"TfL Bus"
2020-05-13,"public transport",5.77574296582894,3.18965250661916,"TfL Tube"
2020-05-14,"public transport",0.0634749490975172,2.54788598978712,"TfL Bus"
2020-05-14,"public transport",5.84425306175872,3.37222635777747,"TfL Tube"
2020-05-15,"public transport",0.0623737723826115,2.52659835550123,"TfL Bus"
2020-05-15,"public transport",6.01187303560082,3.375741549477,"TfL Tube"
2020-05-16,"public transport",0.0669652405010688,2.55551234352888,"TfL Bus"
2020-05-16,"public transport",5.12151104921229,3.27802772491171,"TfL Tube"
2020-05-17,"public transport",0.0700762274873922,2.46293247657721,"TfL Bus"
2020-05-17,"public transport",5.86512350112523,3.29173941258116,"TfL Tube"
2020-05-18,"public transport",0.0720704079434913,2.46714189060756,"TfL Bus"
2020-05-18,"public transport",7.37623237445255,3.51197883376041,"TfL Tube"
2020-05-19,"public transport",0.0654814453653196,2.66249432086962,"TfL Bus"
2020-05-19,"public transport",7.18373068425262,3.67917509854842,"TfL Tube"
2020-05-20,"public transport",0.0645589669090223,2.95675337250509,"TfL Bus"
2020-05-20,"public transport",7.28658290429636,3.98768289776352,"TfL Tube"
2020-05-21,"public transport",0.066076783824639,3.15924765243486,"TfL Bus"
2020-05-21,"public transport",7.17368447913218,4.17376394831896,"TfL Tube"
2020-05-22,"public transport",0.0788141180505122,3.13127562597581,"TfL Bus"
2020-05-22,"public transport",7.3804487994748,4.17627096227717,"TfL Tube"
2020-05-23,"public transport",0.818278926033474,3.266920711103,"TfL Bus"
2020-05-23,"public transport",6.02416087546551,4.11829241232536,"TfL Tube"
2020-05-24,"public transport",0.935586401853582,3.21100719769068,"TfL Bus"
2020-05-24,"public transport",7.20811529963815,4.23129841423546,"TfL Tube"
2020-05-25,"public transport",0.654589069346697,3.29999906998039,"TfL Bus"
2020-05-25,"public transport",4.65301157142229,3.95345584903351,"TfL Tube"
2020-05-26,"public transport",0.981529626955551,3.03932453867361,"TfL Bus"
2020-05-26,"public transport",8.08930814185565,4.07804299807678,"TfL Tube"
2020-05-27,"public transport",1.00396650849938,3.36087237422448,"TfL Bus"
2020-05-27,"public transport",8.09048293747689,4.38300045074209,"TfL Tube"
2020-05-28,"public transport",1.04785211793233,3.50296285335555,"TfL Bus"
2020-05-28,"public transport",8.2859714763962,4.5931603400769,"TfL Tube"
2020-05-29,"public transport",1.10045958312004,4.08565291317658,"TfL Bus"
2020-05-29,"public transport",8.50462661361067,5.16038105412731,"TfL Tube"
2020-05-30,"public transport",8.09170798904397,5.16072388943993,"TfL Bus"
2020-05-30,"public transport",8.36469252470022,6.21225617746862,"TfL Tube"
2020-05-31,"public transport",8.79624569249889,6.31307942818605,"TfL Bus"
2020-05-31,"public transport",9.60686216166301,7.535795148719,"TfL Tube"
2020-06-01,"public transport",8.17866227212139,7.52046526239403,"TfL Bus"
2020-06-01,"public transport",10.1224025504718,8.80931425772999,"TfL Tube"
2020-06-02,"public transport",8.02829872770491,8.74126741688631,"TfL Bus"
2020-06-02,"public transport",9.98275889718104,9.01141754662018,"TfL Tube"
2020-06-03,"public transport",7.68409047187745,8.91418868193121,"TfL Bus"
2020-06-03,"public transport",10.2038329153881,9.11527257091538,"TfL Tube"
2020-06-04,"public transport",7.75026019370005,8.85004371834924,"TfL Bus"
2020-06-04,"public transport",9.68427305444672,9.06513097296714,"TfL Tube"
2020-06-05,"public transport",7.93749200760783,8.75300089541516,"TfL Bus"
2020-06-05,"public transport",9.99686409518475,9.03422451934085,"TfL Tube"
2020-06-06,"public transport",17.9760551738044,10.1761239874299,"TfL Bus"
2020-06-06,"public transport",9.96732984994929,10.5023010414402,"TfL Tube"
2020-06-07,"public transport",20.0698187589199,11.9117275905162,"TfL Bus"
2020-06-07,"public transport",11.8564363546818,12.4983241849421,"TfL Tube"
2020-06-08,"public transport",18.5044137026471,13.7583442775422,"TfL Bus"
2020-06-08,"public transport",11.1088326202807,14.2113929364954,"TfL Tube"
2020-06-09,"public transport",18.5302109580991,15.4304424883403,"TfL Bus"
2020-06-09,"public transport",11.1592413318053,14.4566119394833,"TfL Tube"
2020-06-10,"public transport",17.4816635283836,15.5300881792596,"TfL Bus"
2020-06-10,"public transport",10.727617775462,14.1954880387656,"TfL Tube"
2020-06-11,"public transport",17.8996410981723,15.0588030021214,"TfL Bus"
2020-06-11,"public transport",10.9066457586158,13.9734075815455,"TfL Tube"
2020-06-12,"public transport",18.7007647570365,15.0579693153678,"TfL Bus"
2020-06-12,"public transport",11.3532583285969,14.032690368296,"TfL Tube"
2020-06-13,"public transport",26.0541565095153,16.1605353936832,"TfL Bus"
2020-06-13,"public transport",12.0983601345984,15.3914920517139,"TfL Tube"
2020-06-14,"public transport",27.3026065654005,17.7593475931337,"TfL Bus"
2020-06-14,"public transport",12.4200748325843,16.9765524123354,"TfL Tube"
2020-06-15,"public transport",26.5115638811681,19.2058264298429,"TfL Bus"
2020-06-15,"public transport",14.3162432767146,18.5794662183683,"TfL Tube"
2020-06-16,"public transport",26.0720290131906,20.6821477447388,"TfL Bus"
2020-06-16,"public transport",13.4763043300168,18.8853117190962,"TfL Tube"
2020-06-17,"public transport",25.2030897013574,20.7574159429189,"TfL Bus"
2020-06-17,"public transport",13.1403431331535,18.7342354525979,"TfL Tube"
2020-06-18,"public transport",25.1817837696159,20.5573367293167,"TfL Bus"
2020-06-18,"public transport",13.1475655191273,18.648194106168,"TfL Tube"
2020-06-19,"public transport",27.3923612920089,20.5162109654958,"TfL Bus"
2020-06-19,"public transport",14.0419475077949,18.7976278932964,"TfL Tube"
2020-06-20,"public transport",34.5412905056265,21.8069116326692,"TfL Bus"
2020-06-20,"public transport",16.0171628906617,20.4946363739984,"TfL Tube"
2020-06-21,"public transport",34.8928758847184,23.6021410527934,"TfL Bus"
2020-06-21,"public transport",15.612238616076,22.2350631737163,"TfL Tube"
2020-06-22,"public transport",31.931665678937,24.9185060536891,"TfL Bus"
2020-06-22,"public transport",15.6153978503694,23.2360827048834,"TfL Tube"
2020-06-23,"public transport",31.3887466906557,25.7141968738635,"TfL Bus"
2020-06-23,"public transport",15.3757221553206,22.9762585381056,"TfL Tube"
2020-06-24,"public transport",31.238246803653,25.1506990971043,"TfL Bus"
2020-06-24,"public transport",15.3347617376344,22.356682790378,"TfL Tube"
2020-06-25,"public transport",31.6788105393452,24.651907350845,"TfL Bus"
2020-06-25,"public transport",15.3984622508761,22.2900211468364,"TfL Tube"
2020-06-26,"public transport",32.4346666844342,24.692773837417,"TfL Bus"
2020-06-26,"public transport",15.4126334580481,22.4104719470445,"TfL Tube"
2020-06-27,"public transport",35.472118028853,25.2813856432635,"TfL Bus"
2020-06-27,"public transport",15.7951519301593,23.0752292327644,"TfL Tube"
2020-06-28,"public transport",38.5165300817239,26.3869104247771,"TfL Bus"
2020-06-28,"public transport",18.8498218108938,24.5541977492841,"TfL Tube"
2020-06-29,"public transport",34.1776245356335,27.2369352185351,"TfL Bus"
2020-06-29,"public transport",16.7363280125588,24.9943154082672,"TfL Tube"
2020-06-30,"public transport",33.4331222336654,27.5686709476411,"TfL Bus"
2020-06-30,"public transport",16.1747625510169,24.8119058793788,"TfL Tube"
2020-07-01,"public transport",34.0679094281455,27.4222998076625,"TfL Bus"
2020-07-01,"public transport",16.5932417057684,24.2904014682403,"TfL Tube"
2020-07-02,"public transport",33.9010883073752,26.4405823963091,"TfL Bus"
2020-07-02,"public transport",16.501377675643,23.9154042734533,"TfL Tube"
2020-07-03,"public transport",35.7345844265133,26.6294409040182,"TfL Bus"
2020-07-03,"public transport",17.748729676792,24.3888133958935,"TfL Tube"
2020-07-04,"public transport",41.4681450783245,28.0021537569374,"TfL Bus"
2020-07-04,"public transport",20.8736354681411,26.1172574769368,"TfL Tube"
2020-07-05,"public transport",46.7089560121349,30.4195023778463,"TfL Bus"
